Ciclo,Tempo_Total_Previsao,Tempo_Leitura,Tempo_Previsao_Rede,Tempo_Escrita,Entradas,Saidas
8942,0.016765356063842773,0.00915074348449707,0.0004515647888183594,0.006851673126220703,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8943,0.024417638778686523,0.012553215026855469,0.00019121170043945312,0.011403560638427734,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8944,0.026619434356689453,0.012390375137329102,0.00018930435180664062,0.013775825500488281,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8945,0.02661895751953125,0.014687776565551758,0.00029730796813964844,0.011362552642822266,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8946,0.026484012603759766,0.012532234191894531,0.0001914501190185547,0.013488292694091797,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8947,0.025547504425048828,0.01028895378112793,0.0001900196075439453,0.01480245590209961,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8948,0.02540421485900879,0.013585090637207031,0.00019359588623046875,0.01135396957397461,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8949,0.024586200714111328,0.01490640640258789,0.00026297569274902344,0.00912332534790039,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8950,0.026340484619140625,0.012403488159179688,0.0001933574676513672,0.013470649719238281,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8951,0.020487070083618164,0.010470867156982422,0.00023436546325683594,0.009068012237548828,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8952,0.027777433395385742,0.014659643173217773,0.00021910667419433594,0.012631416320800781,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8953,0.025230884552001953,0.014642477035522461,0.00019311904907226562,0.010122537612915039,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8954,0.02543950080871582,0.013485193252563477,0.00019168853759765625,0.011473655700683594,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8955,0.021097421646118164,0.010349035263061523,0.00018858909606933594,0.010294198989868164,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8956,0.02873063087463379,0.013713359832763672,0.0001919269561767578,0.01453542709350586,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8957,0.02537083625793457,0.0124969482421875,0.0001926422119140625,0.012400150299072266,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8958,0.022335052490234375,0.010154962539672852,0.0004546642303466797,0.011443614959716797,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8959,0.024276018142700195,0.011266708374023438,0.00019550323486328125,0.012531757354736328,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8960,0.022165775299072266,0.007901191711425781,0.00019311904907226562,0.013817310333251953,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8961,0.023500442504882812,0.014942646026611328,0.00019216537475585938,0.008092880249023438,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8962,0.02322673797607422,0.012343645095825195,0.00019097328186035156,0.010421276092529297,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8963,0.023081064224243164,0.011192798614501953,0.00019049644470214844,0.011431455612182617,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8964,0.02521967887878418,0.013437986373901367,0.00019121170043945312,0.011304140090942383,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8965,0.023604154586791992,0.015073060989379883,0.00019741058349609375,0.008051633834838867,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8966,0.031682491302490234,0.016654014587402344,0.00019359588623046875,0.014522790908813477,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8967,0.01877284049987793,0.009152650833129883,0.00018715858459472656,0.009166479110717773,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8968,0.02224898338317871,0.012409210205078125,0.0003306865692138672,0.009120941162109375,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8969,0.01907944679260254,0.010689020156860352,0.00027370452880859375,0.007848024368286133,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8970,0.027031660079956055,0.017235279083251953,0.00019025802612304688,0.009273529052734375,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8971,0.03585052490234375,0.019190311431884766,0.00018906593322753906,0.016205549240112305,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8972,0.020052194595336914,0.011612415313720703,0.00018787384033203125,0.00798487663269043,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8973,0.01912093162536621,0.010202169418334961,0.0003445148468017578,0.008145809173583984,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8974,0.03011488914489746,0.013693571090698242,0.0001990795135498047,0.015942096710205078,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8975,0.0328829288482666,0.015610456466674805,0.00019121170043945312,0.016756534576416016,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8976,0.01706385612487793,0.00831460952758789,0.00019240379333496094,0.008269548416137695,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8977,0.0183255672454834,0.009502887725830078,0.00020456314086914062,0.008318185806274414,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8978,0.023188352584838867,0.012360572814941406,0.00018978118896484375,0.010370731353759766,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8979,0.026378154754638672,0.016780376434326172,0.0001919269561767578,0.009140968322753906,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8980,0.028632402420043945,0.013668537139892578,0.00019216537475585938,0.01450204849243164,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8981,0.02434825897216797,0.014582157135009766,0.0002048015594482422,0.009274482727050781,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8982,0.025492429733276367,0.013712644577026367,0.000194549560546875,0.011311769485473633,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8983,0.025286436080932617,0.015774250030517578,0.00019168853759765625,0.009050607681274414,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8984,0.028613805770874023,0.015744686126708984,0.00033092498779296875,0.012189388275146484,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8985,0.0198974609375,0.010248184204101562,0.0002071857452392578,0.00915074348449707,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8986,0.020226001739501953,0.010379552841186523,0.00019240379333496094,0.009365320205688477,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8987,0.01919245719909668,0.011361837387084961,0.0003273487091064453,0.007063150405883789,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8988,0.028056859970092773,0.01363825798034668,0.0002624988555908203,0.013764142990112305,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8989,0.024121999740600586,0.015665292739868164,0.0001881122589111328,0.008005142211914062,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8990,0.02108287811279297,0.011597633361816406,0.00018978118896484375,0.009029626846313477,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8991,0.02026677131652832,0.011400699615478516,0.0002384185791015625,0.008354425430297852,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8992,0.021500349044799805,0.00926661491394043,0.0003800392150878906,0.011366128921508789,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8993,0.017859220504760742,0.009441852569580078,0.0001914501190185547,0.007942914962768555,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8994,0.02604532241821289,0.01862168312072754,0.00035858154296875,0.006717681884765625,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8995,0.02301621437072754,0.011118412017822266,0.00027942657470703125,0.011176347732543945,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8996,0.02021312713623047,0.01149129867553711,0.00018930435180664062,0.008263587951660156,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8997,0.022397518157958984,0.012598037719726562,0.0002932548522949219,0.008915424346923828,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8998,0.02335333824157715,0.011486530303955078,0.0001933574676513672,0.011404752731323242,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
8999,0.03174114227294922,0.020049333572387695,0.00019121170043945312,0.011234283447265625,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
9000,0.021422624588012695,0.012775897979736328,0.0001881122589111328,0.00819253921508789,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
9001,0.017749547958374023,0.009072542190551758,0.0002503395080566406,0.007949352264404297,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
9002,0.02199101448059082,0.013499259948730469,0.0001914501190185547,0.007925033569335938,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
9003,0.020052433013916016,0.009469985961914062,0.0001933574676513672,0.0101165771484375,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
9004,0.02965235710144043,0.015587568283081055,0.00023746490478515625,0.013540983200073242,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
9005,0.016275882720947266,0.008942365646362305,0.00019407272338867188,0.006871938705444336,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
9006,0.019784212112426758,0.010117769241333008,0.00019240379333496094,0.009203433990478516,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
9007,0.024158954620361328,0.014718770980834961,0.00019097328186035156,0.008940458297729492,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
9008,0.024357080459594727,0.011320352554321289,0.00019240379333496094,0.012534618377685547,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
9009,0.02847743034362793,0.011211633682250977,0.00019812583923339844,0.016788721084594727,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
9010,0.024465322494506836,0.013616561889648438,0.0002665519714355469,0.010203123092651367,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
9011,0.026978492736816406,0.016063928604125977,0.0002338886260986328,0.01039886474609375,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
9012,0.02290487289428711,0.013896942138671875,0.0004267692565917969,0.008173465728759766,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
9013,0.022452116012573242,0.010512113571166992,0.0002346038818359375,0.011401891708374023,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
9014,0.02395153045654297,0.014444589614868164,0.00019216537475585938,0.009039163589477539,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
9015,0.023241043090820312,0.010348081588745117,0.00019502639770507812,0.012426376342773438,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
9016,0.029694795608520508,0.015761613845825195,0.00021505355834960938,0.013447284698486328,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
9017,0.02496027946472168,0.014095067977905273,0.0003561973571777344,0.010144472122192383,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
9018,0.0273587703704834,0.012452840805053711,0.00019979476928710938,0.014417648315429688,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
9019,0.022153377532958984,0.010163068771362305,0.00036787986755371094,0.01129150390625,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
9020,0.03185439109802246,0.018996715545654297,0.0002491474151611328,0.01229548454284668,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
9021,0.021956682205200195,0.012437105178833008,0.00019168853759765625,0.009057283401489258,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
9022,0.026477575302124023,0.014442205429077148,0.00040078163146972656,0.011098861694335938,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
9023,0.028463125228881836,0.01688361167907715,0.00019407272338867188,0.011113166809082031,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
9024,0.022846460342407227,0.015697240829467773,0.00019240379333496094,0.006685495376586914,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
9025,0.02087569236755371,0.012488126754760742,0.00019216537475585938,0.0079193115234375,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
9026,0.018375158309936523,0.009986400604248047,0.00019860267639160156,0.007930755615234375,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
9027,0.023947715759277344,0.013537406921386719,0.00019097328186035156,0.009948968887329102,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
9028,0.02858591079711914,0.016704559326171875,0.0002987384796142578,0.011110305786132812,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
9029,0.024315595626831055,0.013613224029541016,0.00019311904907226562,0.010241270065307617,"[339.942138671875, 373.0, 1291.617431640625, 59.85832214355469, 140.2007293701172, 0.0, 1.0]","[1.679595879977569e-05, 0.40942177176475525, 3.09243296214845e-05, 0.0811757817864418, 0.504910409450531, 0.0044442880898714066]"
