Ciclo,Tempo_Total_Previsao,Tempo_Leitura,Tempo_Previsao_Rede,Tempo_Escrita,Entradas,Saidas
283,0.03139162063598633,0.016039133071899414,0.00024175643920898438,0.014783859252929688,"[308.4191589355469, 309.4029846191406, 866.5879516601562, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.883171717455517e-15, 1.0552785639446076e-33, 1.1932418704914543e-30, 0.0, 0.0]"
284,0.02046370506286621,0.011461973190307617,0.0002837181091308594,0.008211374282836914,"[308.4191589355469, 309.4029846191406, 866.5879516601562, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.883171717455517e-15, 1.0552785639446076e-33, 1.1932418704914543e-30, 0.0, 0.0]"
285,0.019137859344482422,0.010438680648803711,0.00025534629821777344,0.008140802383422852,"[308.4191589355469, 309.4029846191406, 866.5879516601562, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.883171717455517e-15, 1.0552785639446076e-33, 1.1932418704914543e-30, 0.0, 0.0]"
286,0.02147698402404785,0.010476350784301758,0.0002315044403076172,0.010400533676147461,"[308.4191589355469, 309.4029846191406, 866.5879516601562, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.883171717455517e-15, 1.0552785639446076e-33, 1.1932418704914543e-30, 0.0, 0.0]"
287,0.028231382369995117,0.013775825500488281,0.00024700164794921875,0.01371312141418457,"[308.4191589355469, 309.4029846191406, 866.5879516601562, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.883171717455517e-15, 1.0552785639446076e-33, 1.1932418704914543e-30, 0.0, 0.0]"
288,0.02561187744140625,0.012695550918579102,0.0002105236053466797,0.012413263320922852,"[308.4191589355469, 309.4029846191406, 866.5879516601562, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.883171717455517e-15, 1.0552785639446076e-33, 1.1932418704914543e-30, 0.0, 0.0]"
289,0.021315574645996094,0.011562585830688477,0.00021004676818847656,0.009189128875732422,"[308.4191589355469, 309.4029846191406, 866.5879516601562, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.883171717455517e-15, 1.0552785639446076e-33, 1.1932418704914543e-30, 0.0, 0.0]"
290,0.017605066299438477,0.010198354721069336,0.00025010108947753906,0.00682377815246582,"[308.4191589355469, 309.4029846191406, 866.5879516601562, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.883171717455517e-15, 1.0552785639446076e-33, 1.1932418704914543e-30, 0.0, 0.0]"
291,0.020268917083740234,0.011498212814331055,0.0002193450927734375,0.008244752883911133,"[308.4191589355469, 309.4029846191406, 866.5879516601562, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.883171717455517e-15, 1.0552785639446076e-33, 1.1932418704914543e-30, 0.0, 0.0]"
292,0.0255277156829834,0.012553215026855469,0.0002086162567138672,0.012476682662963867,"[308.4191589355469, 309.4029846191406, 866.5879516601562, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.883171717455517e-15, 1.0552785639446076e-33, 1.1932418704914543e-30, 0.0, 0.0]"
293,0.01637101173400879,0.00908803939819336,0.0002090930938720703,0.0067441463470458984,"[308.4191589355469, 309.4029846191406, 866.5879516601562, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.883171717455517e-15, 1.0552785639446076e-33, 1.1932418704914543e-30, 0.0, 0.0]"
294,0.02350020408630371,0.01265406608581543,0.00020885467529296875,0.010345458984375,"[308.4191589355469, 309.4029846191406, 866.5879516601562, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.883171717455517e-15, 1.0552785639446076e-33, 1.1932418704914543e-30, 0.0, 0.0]"
295,0.019930601119995117,0.010212898254394531,0.00021219253540039062,0.009155035018920898,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
296,0.022550106048583984,0.00900411605834961,0.00027108192443847656,0.012979984283447266,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
297,0.022408723831176758,0.012537479400634766,0.00019407272338867188,0.009353876113891602,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
298,0.025608539581298828,0.013687849044799805,0.00027108192443847656,0.011295795440673828,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
299,0.020940542221069336,0.011398792266845703,0.00020766258239746094,0.0090179443359375,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
300,0.017859697341918945,0.008128881454467773,0.00022721290588378906,0.009183883666992188,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
301,0.02799248695373535,0.012651443481445312,0.00020956993103027344,0.014839649200439453,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
302,0.02454352378845215,0.01145792007446289,0.0002593994140625,0.012460708618164062,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
303,0.03179478645324707,0.01874685287475586,0.0003657341003417969,0.012412309646606445,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
304,0.023581266403198242,0.012751579284667969,0.0002892017364501953,0.010066747665405273,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
305,0.02345728874206543,0.012824058532714844,0.0001919269561767578,0.010170459747314453,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
306,0.025392532348632812,0.012230873107910156,0.0002498626708984375,0.01251840591430664,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
307,0.018460512161254883,0.011103391647338867,0.0001926422119140625,0.006872415542602539,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
308,0.027483463287353516,0.0125579833984375,0.00019359588623046875,0.014438867568969727,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
309,0.02273869514465332,0.011501312255859375,0.00029969215393066406,0.010340213775634766,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
310,0.027434349060058594,0.011288166046142578,0.00019288063049316406,0.015681743621826172,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
311,0.025209903717041016,0.014482259750366211,0.00019407272338867188,0.010260820388793945,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
312,0.02208113670349121,0.011170148849487305,0.00022292137145996094,0.010362386703491211,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
313,0.028718948364257812,0.011333942413330078,0.00019359588623046875,0.01689314842224121,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
314,0.02441239356994629,0.011472702026367188,0.00029540061950683594,0.012228727340698242,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
315,0.02767348289489746,0.016851425170898438,0.00020813941955566406,0.010209321975708008,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
316,0.024192094802856445,0.013582706451416016,0.00019288063049316406,0.010100841522216797,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
317,0.024409770965576172,0.014376163482666016,0.00026035308837890625,0.009297609329223633,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
318,0.029607772827148438,0.01355123519897461,0.00019288063049316406,0.01556706428527832,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
319,0.02749180793762207,0.01567244529724121,0.00019288063049316406,0.01134037971496582,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
320,0.018458127975463867,0.010042190551757812,0.0001919269561767578,0.007954120635986328,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
321,0.02326488494873047,0.013563394546508789,0.0001938343048095703,0.009231328964233398,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
322,0.021808385848999023,0.012420177459716797,0.00019168853759765625,0.008927345275878906,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
323,0.026003122329711914,0.013847112655639648,0.00020956993103027344,0.011642694473266602,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
324,0.01814126968383789,0.009268522262573242,0.000293731689453125,0.008143186569213867,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
325,0.017212390899658203,0.008394002914428711,0.0001952648162841797,0.008349180221557617,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
326,0.018556594848632812,0.011327981948852539,0.00019121170043945312,0.006770610809326172,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
327,0.020030498504638672,0.010288715362548828,0.00019168853759765625,0.00924539566040039,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
328,0.03012394905090332,0.01811361312866211,0.00034999847412109375,0.011355876922607422,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
329,0.0186922550201416,0.01110076904296875,0.000186920166015625,0.007127285003662109,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
330,0.019771814346313477,0.010175228118896484,0.0001876354217529297,0.009166240692138672,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
331,0.01680922508239746,0.00911712646484375,0.00031375885009765625,0.006953239440917969,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
332,0.017772912979125977,0.010507583618164062,0.00020503997802734375,0.00676727294921875,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
333,0.020656824111938477,0.009145975112915039,0.00019240379333496094,0.011046886444091797,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
334,0.026873350143432617,0.019388437271118164,0.00026988983154296875,0.006850242614746094,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
335,0.017444133758544922,0.010266780853271484,0.0001900196075439453,0.006716012954711914,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
336,0.01662302017211914,0.009378194808959961,0.00018930435180664062,0.006789207458496094,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
337,0.01648259162902832,0.00897526741027832,0.00019168853759765625,0.0070264339447021484,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
338,0.015531778335571289,0.008212566375732422,0.00019049644470214844,0.006862640380859375,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
339,0.023209095001220703,0.01035165786743164,0.00018715858459472656,0.012404441833496094,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
340,0.028289794921875,0.01664447784423828,0.0001914501190185547,0.011181831359863281,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
341,0.0192413330078125,0.01042318344116211,0.0002913475036621094,0.008177757263183594,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
342,0.02027726173400879,0.010468244552612305,0.00019669532775878906,0.009305715560913086,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
343,0.019144535064697266,0.010340452194213867,0.0002117156982421875,0.008205413818359375,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
344,0.019141197204589844,0.009166717529296875,0.00033092498779296875,0.009123563766479492,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
345,0.028511524200439453,0.014493227005004883,0.0001983642578125,0.013549566268920898,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
346,0.0210573673248291,0.013512849807739258,0.00023031234741210938,0.006981372833251953,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
347,0.015462875366210938,0.008252620697021484,0.0001926422119140625,0.00674128532409668,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
348,0.016382932662963867,0.008022546768188477,0.0002467632293701172,0.007838010787963867,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
349,0.01673293113708496,0.009449005126953125,0.00019884109497070312,0.006804466247558594,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
350,0.02850961685180664,0.008086204528808594,0.0002071857452392578,0.019947052001953125,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
351,0.02649974822998047,0.017978906631469727,0.00023746490478515625,0.008003950119018555,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
352,0.025142908096313477,0.015294790267944336,0.0002777576446533203,0.009118318557739258,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
353,0.022159099578857422,0.01046133041381836,0.0002651214599609375,0.011105060577392578,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
354,0.020943880081176758,0.012482643127441406,0.00018978118896484375,0.008000373840332031,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
355,0.02998948097229004,0.011081218719482422,0.0005218982696533203,0.018018245697021484,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
356,0.02353978157043457,0.011645317077636719,0.00019073486328125,0.011432409286499023,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
357,0.0187838077545166,0.01032567024230957,0.00020551681518554688,0.007966756820678711,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
358,0.021869659423828125,0.00905466079711914,0.00019216537475585938,0.012352943420410156,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
359,0.01882767677307129,0.009985685348510742,0.0003261566162109375,0.008254766464233398,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
360,0.022177696228027344,0.009006023406982422,0.0001926422119140625,0.012720823287963867,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
361,0.025214195251464844,0.016750335693359375,0.00019073486328125,0.007996559143066406,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
362,0.015227079391479492,0.007872343063354492,0.00018906593322753906,0.0069179534912109375,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
363,0.018346548080444336,0.007791757583618164,0.00019025802612304688,0.010112762451171875,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
364,0.018630504608154297,0.009082555770874023,0.00018978118896484375,0.009102106094360352,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
365,0.015253782272338867,0.007928133010864258,0.0001900196075439453,0.006893634796142578,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
366,0.018790721893310547,0.008981466293334961,0.00018906593322753906,0.00937342643737793,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
367,0.029840707778930664,0.022179841995239258,0.00019359588623046875,0.0071773529052734375,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
368,0.021120548248291016,0.012644290924072266,0.00020503997802734375,0.007977485656738281,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
369,0.016358613967895508,0.009209156036376953,0.00019121170043945312,0.006690263748168945,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
370,0.017442703247070312,0.009060144424438477,0.0002079010009765625,0.0078125,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
371,0.017945051193237305,0.009247303009033203,0.00028228759765625,0.00798940658569336,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
372,0.02335071563720703,0.011361122131347656,0.0003249645233154297,0.011349916458129883,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
373,0.030837535858154297,0.021149873733520508,0.00019073486328125,0.009227514266967773,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
374,0.01780247688293457,0.009156465530395508,0.0001895427703857422,0.008202314376831055,"[308.4191589355469, 309.4029846191406, 630.4605102539062, 53.364830017089844, 2.066115617752075, 0.0, 1.0]","[1.0, 1.9090129125835677e-17, 7.961148200182025e-38, 1.0934503552646613e-34, 0.0, 0.0]"
